ID,NAME,LINK_ID,tid,tname,m_tid,m_tname
400,郑州金融市场现状？,25506225,19551066,财经,10,金融
401,"2012 年 2 月 20 日的财经新闻有哪些值得注意和思考的点？",20074573,19551066,财经,10,金融
402,"金融投资界的朋友认为 2012 年 2 月 8 日的财经新闻有哪些值得注意和思考的点？",20054069,19551066,财经,10,金融
403,"“Planet Vulcan”在“Mr Obama is a millionaire several times over, can give a fair impression of having come from the planet Vulcan, and also studied law at Harvard.”这句话里是什么意思呢？",20033937,19552266,文化,13,语言与文化
404,如何评价日金宝？,23090751,19551404,投资,10,金融
405,当我们在谈论芮成钢时，我们在谈论什么？,22615615,19566155,"中国中央电视台 (CCTV)",19566155,"中国中央电视台 (CCTV)"
406,财经网站和讯网为什么涉水互联网金融，它的优势是什么？,21812061,19586987,互联网金融,19586987,互联网金融
407,看了今天的CCTV-2财经频道那么诚实的报道，你能学到什么？,39634863,19551066,财经,10,金融
408,明牌珠宝负责人失联？,39441983,19551066,财经,10,金融
409,华尔街日报为什么只有中文版是免费的？,35225484,19609455,金融,19609455,金融
410,如何成为一名出色的经理人？,35135886,19557876,职场,19557876,职场
411,为什么需求曲线的横坐标是数量，纵坐标是价格，为何不反过来？,20904672,19560170,经济学,10,金融
412,有一个大连海事大学的男朋友是怎样的一种体验?,32764942,19895905,东北财经大学,12,教育
413,"英语专业本科学历，想去经济学人the Economist工作，求建议？",30215960,19558663,"经济学人（The Economist）",10,金融
414,"骆轶航作为 PingWest 创始人并负责日常管理，为何还能同时兼任《第一财经周刊》驻旧金山硅谷地区主笔，如何做到？",20614904,19550378,硅谷,19550378,硅谷
415,"为何今日降准 股市反而大跌？",29718720,19551404,投资,10,金融
416,"美国平均月薪3000$，中国3000RMB iphone在美国卖600多$，在中国卖5000RMB，却在中国占有最大市场，这是为啥？",29649230,19556664,科技,16,科技
417,如何高效地获取财经资讯？,29510016,19551066,财经,10,金融
418,清朝皇后有没有工资？是多少？,20385570,19551077,历史,5,历史
419,"「West Africa」中的「W」需要大写吗？",27155070,19553528,英语,13,语言与文化
420,有20万元，需要买房、装修、买车、结婚，应该如何配置？,25984382,19558663,"经济学人（The Economist）",10,金融
421,财经新闻做可视化数据用哪些软件？,25045437,19571798,财经媒体,19571798,财经媒体
422,怎么关掉一个问题？,24918113,19648041,财经新闻,19648041,财经新闻
423,"什么是 convertible notes ？什么又是convertible promissary notes?",19550659,19551404,投资,10,金融
424,国际传媒（如华尔街日报）如何处理自己雇员撰写的文章的版权问题？,19981045,19633255,著作权,19633255,著作权
425,"Ceteris Paribus的具体含义？",22624412,19560170,经济学,10,金融
426,大伙儿们请帮忙分析下，这样的情况该不该读MBA?,21880947,19567846,个人发展,19567846,个人发展
427,有哪些好的新闻类手机应用推荐？,21773135,19551066,财经,10,金融
428,大连各大高校是怎么看待其他学校的？,40483609,19895905,东北财经大学,12,教育
429,为什么大家都把美联储加息说成“靴子落地”？,39350437,19551066,财经,10,金融
430,非985/211的大学生考研如何考取上海财经大学？,38173278,19609455,金融,19609455,金融
431,现在有机会去读南财的会计学硕，南农的会计专硕，河海的会计专硕，该如何抉择？？,35933406,19687336,南京财经大学,19687336,南京财经大学
432,"Tim Cook 在 D11 上的访谈有哪些重要信息值得关注？",21126928,19654537,华尔街日报,19654537,华尔街日报
433,学习经济学类专业的大学生应该读哪些专业方面的书籍。？,34481033,19560170,经济学,10,金融
434,在知乎上面看中财的相关信息都不敢去了？,32763775,19681366,上海财经大学,19681366,上海财经大学
435,这次股灾之前有哪些信号预示股灾的来临？,32033223,19551066,财经,10,金融
436,北京2100万人口月工资，可以用哪个函数很好的描述？,27009890,19550828,北京,19550828,北京
437,如何评价吴晓波的文章《卷土重来的「泡沫」》？,26921592,19609455,金融,19760570,金融
438,"粉单市场（Pink Sheet）中交易的股票算是上市了吗？",23590063,19609455,金融,19609455,金融
439,如何评价中央财经大学？,22820193,19550828,北京,19550828,北京
440,如何评价《财经》记者高胜科“春节纪事：一个病情加重的东北村庄”这一篇报道？,40382790,19566933,社会,19566933,社会
441,为什么中财和北航校区隔这么近同学们却不跨校谈恋爱?,39496608,19564412,恋爱,18,人际交往
442,为什么宝万之争中，那么多人支持宝能系呢？,38803528,19551066,财经,10,金融
443,波士堂这个节目里，制作方、企业家、嘉宾，各方期望从中得到什么？,21304232,19551066,财经,10,金融
444,如何看待美国的资本阶层？,21150053,19551066,财经,10,金融
445,为什么欧美国家的人都知道自己的收入位于哪个层级，而中国没有这样的权威数据？,33545921,19551627,美国,19551627,美国
446,高顿财经怎么样？,32197459,19609455,金融,19609455,金融
447,对互联网行业比较感兴趣的高考生想上海财经大学的电子商务专业，这个学校、专业有何特点？,20799987,19556353,大学,12,教育
448,《从0到1》主要写了什么内容？,29747043,20013707,"Zero to One（书籍）",20013707,"Zero to One（书籍）"
449,最近我国的股票市场那么火，散户在股市中处于信息信息不对称的弱势方，究竟怎么选股才合适呢？,29543877,19551066,财经,10,金融
450,电视新闻中报道财经类新闻时经常会播放点钞机数钱的镜头，金融形势好坏都会点钱，这个镜头有什么深刻寓意吗？,20381684,19609455,金融,19609455,金融
451,有没有推荐的比较好的会计财务类期刊杂志？,26614943,19551066,财经,10,金融
452,阿里巴巴是怎么赚钱的？,26245112,19609455,金融,19609455,金融
453,在熊市的时候如何从股票市场获利？,20198593,19551066,财经,10,金融
454,"如何评价《好运 MONEY+》的封面改进？",20132756,19614893,出版,19614893,出版
455,"2012 年 2 月 27 日的财经新闻有哪些值得注意和思考的点？",20088429,19551066,财经,10,金融
456,"2011 年，知乎上「财经」领域获得赞同票最多的 Top 10 回答是哪些？",20009490,19551066,财经,10,金融
457,手上只有4k的学生党，该如何投资理财？,21729501,19551404,投资,10,金融
458,又一个浙商圈大佬失联：美邦总裁周成建是如何一步步做大的？,39277623,19551404,投资,10,金融
459,什么是比价效应？,38714790,19551404,投资,10,金融
460,文科，中国矿业大学、华中农业大学、安徽财经大学选哪个？,36943247,19556353,大学,12,教育
461,小妹要读大学了，2B线，学费贵。乡下父母年老没存款，有办法可以边读书边兼职赚学费生活费的吗？求教！谢?,33965746,19556353,大学,12,教育
462,为什么2015年做生意的人们，都说生意不好做？,33499617,19551066,财经,10,金融
463,《从0到1》中提到的《编码宝典》指的是那本书？,30147191,19554298,编程,11,计算机科学
464,关于大学生考证?,29299167,19551066,财经,10,金融
465,都有哪些值得推荐的关于日本经济大萧条著作？,28097183,19550917,日本,19550917,日本
466,真的有很多隐形富豪要远超福布斯排行榜首富盖茨吗？,27970783,19551066,财经,10,金融
467,适合财经类专业大学生看的财经类杂志有哪些?,23752676,19551066,财经,10,金融
468,大学生应该如何进入股市？,23652663,19551404,投资,10,金融
469,国际或国内比较好的财经网站有哪些？,19937021,19609455,金融,19609455,金融
470,哪些优秀的财经电影值得推荐？,19930291,19551066,财经,10,金融
471,为什么山西财经大学在上世纪很著名而现在逐渐衰落？,22455100,19556353,大学,12,教育
472,西南财经大学金融学考研，专业课如何复习？,41402206,19563107,考研,12,教育
473,征税能否减轻或消除国人的人情消费负担？,21672785,19551066,财经,10,金融
474,如何评价中资公司财信集团将收购美国芝加哥证券交易所？,40180927,19551066,财经,10,金融
475,中小企业私募债的发型对企业的财务要求有哪些？,21511486,19551066,财经,10,金融
476,如何看待2015年12月3日英国《金融时报》报道ECB议息会议的乌龙事件？,38157417,19609455,金融,19609455,金融
477,中央财经大学(CUFE)毕业的前辈们，你们现在从事着什么样的工作？对后来人有什么建议？,37663604,19556353,大学,12,教育
478,财新《新世纪》周刊的关于刘志军的《危险的关系》一文究竟哪里失实？,21347195,19555377,高铁,9,汽车
479,为什么财新的大量文章都是“实习记者”写的？,36998566,19551086,新闻,19551086,新闻
480,对于TPP，除了财经类媒体大赞，其它主流媒体尽力淡化影响，说明了什么？,36625400,19609455,金融,19609455,金融
481,财经郎眼中舞台上的3D效果是用什么技术做成的？,21248768,19630295,财经郎眼,19630295,财经郎眼
482,长期盈利者如何避免被证监会查？,35817883,19551404,投资,10,金融
483,餐厅禁止外带食物和酒水有何法律依据？,31965142,19550874,法律,21,法律
484,一辈子不抽烟，能省辆宝马车，真的是这样吗？,30845794,19551066,财经,19551147,财经
485,现在的庄家是怎么联合坐庄的？,30551125,19551066,财经,10,金融
486,国内比较好的经济杂志有哪些？,20619938,19552981,经济,10,金融
487,东北城市应如何避免「高等收入陷阱」？,30082621,19560170,经济学,10,金融
488,天津财经大学研究生毕业后的去向如何？,29911569,19559938,研究生,19559938,研究生
489,大四学生第一次去会计事务所实习有什么好建议？,28403755,19551066,财经,10,金融
490,"如果印度以年均 8% 增速，经济上赶超中国需要多少年？",28118392,19560170,经济学,10,金融
491,证券业从业人员一般上哪些网站？优秀的金融资讯或论坛有哪些推荐？,20401956,19551404,投资,10,金融
492,香港在二战后经济腾飞，廉价劳动力在其中起到多大作用？,26995545,19558663,"经济学人（The Economist）",10,金融
493,怎么看迅雷第三季度净利润30万美元同比下滑95%？,26790964,19551404,投资,10,金融
494,"2012 年 2 月 29 日的财经新闻有哪些值得注意和思考的点？",20092717,19551066,财经,10,金融
495,"2012 年 2 月 23 日的财经新闻有哪些值得注意和思考的点？",20080976,19551066,财经,10,金融
496,东北财经大学的二本是怎样的呢？,24273876,19589820,学校,19589820,学校
497,有哪些政治经济学的书值得推荐？,19824957,19550376,书籍推荐,13,语言与文化
498,请教老师从哪些方面可以定量区分牛市和熊市转换关键点？,21904431,19552981,经济,10,金融
499,如何看待2016年3月17日，熊本熊官微称上海财经大学组织通过熊本熊形象盈利，并要求其停止侵权的事件？,41477873,20022251,钓鱼（广义的）,20022251,钓鱼（广义的）
500,华润董事长发声力挺万科，代表着什么？,41179867,19551066,财经,10,金融
501,想创业，是不是要cosplay行业中所有角色？,41158554,19551066,财经,10,金融
502,近一年（2015）有没有极具启发性的经济学论文或其他研究成果？,38848757,19560170,经济学,10,金融
503,王思聪5亿赚40亿而我靠10元赚了200元，所以我比他厉害，这句话该怎么反驳？,38124253,19551404,投资,10,金融
504,“从长期看，我们都死了”该如何理解？,21359991,19552981,经济,10,金融
505,买保险不通过保险经纪，自己网上买，有什么利弊？,37356200,19551066,财经,10,金融
506,中财到底是中央财经还是中南财经？,37210255,19609455,金融,19609455,金融
507,普通211金融本科对上财金融专硕保研考研希望有多大？,36624879,19609455,金融,19609455,金融
508,美貌比才华更稀缺？！,36079982,19551066,财经,10,金融
509,"大学里财务管理专业应该考哪些证？或者说如何考这些东东 应该读哪些书是必读的？",35492996,19550376,书籍推荐,13,语言与文化
510,如何评价2015.8.24号崩盘式暴跌？,34972304,19551066,财经,10,金融
511,在中央财经大学读金融专硕什么体验？,33710328,19563107,考研,12,教育
512,对于目前泛亚危机，为啥政府不出面？,33644098,19566933,社会,19566933,社会
513,"Pearson 寻求出售《金融时报》是真的吗？这些年《金融时报》的经营状况如何？",32767477,19724127,金融时报,19724127,金融时报
514,求助！怎么让对金朝阳投资俱乐部（不懂可上网了解）深信不疑的舅舅醒悟过来？,30472823,19566933,社会,19566933,社会
515,财经记者揭露内幕的选题是如何定的？,20606616,19551086,新闻,19551086,新闻
516,"彼得·蒂尔在《Zero to One》中认为「只有人们不知如何赚钱时，才会想到去搞金融」的说法有道理吗？为什么？",29727152,19609455,金融,19609455,金融
517,哪里可以看到腾讯公司的财报呢？,20399547,19550517,互联网,16,科技
518,哪位大神从技术上解释一下，为什么油价下跌，卢布贬值，麻烦详细一点，本人小小白，谢了！?,27134164,19551066,财经,10,金融
519,"2012 年 2 月 22 日的财经新闻有哪些值得注意和思考的点？",20078676,19551066,财经,10,金融
520,"2012 年 2 月 14 日的财经新闻有哪些值得注意和思考的点？",20064034,19551066,财经,10,金融
521,"2012 年 2 月 13 日的财经新闻有哪些值得注意和思考的点？",20062211,19551066,财经,10,金融
522,"2012 年 2 月 10 日的财经新闻有哪些值得注意和思考的点？",20058126,19551066,财经,10,金融
523,你经常关注的经济学类的网站或博客有哪些？有没有好的经济学网站或书籍推荐？,19594307,19560170,经济学,10,金融
524,超级育儿师里的兰海是什么背景？她的那些育儿方法和技巧有什么理论依据？哪里可以进行系统的学习？,23200718,19551432,心理学,4,医学与心理学
525,如何评价刘军洛？,19867254,19552981,经济,10,金融
526,如何看待谢国忠所说「房地产泡沫正破灭，2014年房价跌50%」？,22692169,19555355,房地产,10,金融
527,"CMC 接替浙报控股成为财新传媒第一股东会给财新带来什么改变？",22322844,19614300,财新传媒,19614300,财新传媒
528,股票市场中常见的资金净流入/净流出指标是怎样定义和统计的？,19802508,19551066,财经,10,金融
529,类微博的财经社区涌现，细分市场的微博前景如何？,19781155,19551066,财经,10,金融
530,在北京，你所见过的最富的人与最穷的人的生活方式？,21717216,19551066,财经,19551147,财经
531,华东理工金融专硕还是中央财经学硕？,41122286,20011767,中央财经大学,20011767,中央财经大学
532,在中南财经政法大学当学渣是种怎样的体验?,39094021,19556353,大学,12,教育
533,连通广东财经大学和琶洲会展中心的黄埔涌桥建好后，对广财有什么直接的好的影响？,39023941,19692419,广东财经大学,19692419,广东财经大学
534,现在国家大量在股市的监管部门、券商方面抓人，是不是防止这次重新吹高指数的过程中有人敢做空？,37602367,19551404,投资,10,金融
535,中央财经大学和上海财经大学我该如何选择?,37401940,19563107,考研,12,教育
536,电缆，桥架，母线槽这行业，如何促进企业的转型？并且如何生产高端产品，但是这些东西很低端，不知道怎么高端,37120413,19555355,房地产,10,金融
537,大学生活到底应该怎样。?,37005796,19556353,大学,12,教育
538,各位学习会计或者做会计的知友，会计已经成为你们生命中的一部分，你们爱上它了吗？你认为它的魅力在于何处?,36332266,19551066,财经,10,金融
539,西南财经大学金融学研究生?,36266867,19563107,考研,12,教育
540,"4年前需要花4500买部iPhone 4s，现在一部全新的只要1500，差距3000块价值到哪里去了？",36028739,19551066,财经,10,金融
541,为什么「两财一贸」的男生宿舍如此寒酸？,35314002,19681366,上海财经大学,19681366,上海财经大学
542,西南财经大学金融工程考研难度？,34886427,19609455,金融,19609455,金融
543,西南财经大学法学会计双学位班是怎么回事？,33264281,19568381,会计,19568381,会计
544,"团贷网 是如何盈利的？",20742554,19574520,财经网站,10,金融
545,怎样高效地看财经新闻？,31103778,19551066,财经,10,金融
546,如何进入股市并且有好的收益？,30853204,19551066,财经,10,金融
547,审计未来就业前景如何？有必要考研吗？,29714741,19551066,财经,10,金融
548,在你的投资生涯中，哪一件事、一句话或一本书对你的影响最大？,28476367,19551404,投资,10,金融
549,工程类专业硕士，若想转行从事金融行业，如何让求职成功的可能性更大一些呢？怎样快速地提升自己在另外一个领域的知识技能？,20416468,19609455,金融,19609455,金融
550,怎么看待中国去年四季度遭遇17年来最大规模资本外流？,27965871,19551066,财经,10,金融
551,某轮胎制造公司的收入增长速度从20%下降到17%，原因是什么？,20210158,19551066,财经,10,金融
552,财经领域都有哪些「名言」？,26008265,19609455,金融,19609455,金融
553,大二学生，想问问高顿财经的cma网校课程怎么样呢？求指教?,25060252,19551066,财经,10,金融
554,中南财经政法大学为何能上升为财经类第一？,24406362,19556353,大学,12,教育
555,为什么有人说在当时的情况下金融、财税体制改革除了朱任何人都办不到？,24207294,19609455,金融,19609455,金融
556,怎么评价改版后的《商业周刊/中文版》？,19923897,19555457,商业,10,金融
557,最低成本借到十万元的商业方法?,23145242,19551066,财经,10,金融
558,财经人经常上的网站？,23122930,19551066,财经,10,金融
559,"商业价值 iPhone 客户端有哪些需要改进的地方？",19835220,19550547,移动互联网,16,科技
560,《聪明的投资者》这本书对现在的个人投资者有多大的指导意义？,22068886,19559840,股票,10,金融
561,汪小菲穿西裝的水平比芮成钢好吗？,21983585,19666493,男性着装,19666493,男性着装
562,"怎么理解周易和股市 K 线的关系？",21804756,19551404,投资,10,金融
563,求推荐比较好的财经节目?,21762925,19551066,财经,10,金融
564,金融专业硕士择校选人大还是上海财经呢？,41328960,19563107,考研,12,教育
565,"如何看待“2016.3.10欧洲央行同时下调三大利率 扩大QE规模至每月800亿欧元”？",41238189,19609455,金融,19609455,金融
566,如何看待上财学生朱莹莹发起的题为“希望命运眷顾我的父亲”的轻松筹项目？,40953781,19681366,上海财经大学,19681366,上海财经大学
567,厦大理科女，跨专业考研到上海，院校推荐？如何准备？,40248227,19609455,金融,19609455,金融
568,经济和财经有什么区别？,19570190,19551066,财经,10,金融
569,2008年中国政府投资4万亿救市的钱是哪里来的啊？,21392420,19560170,经济学,10,金融
570,为什么中央财经的学生喜欢叫中财，而其他的人喜欢叫央财？,37874858,19553176,教育,12,教育
571,如何看待「周知客」推出「周知理财」？,36753425,19551404,投资,10,金融
572,本人财务专业，目前工作之余想加强经济学的知识，求各位能给予推荐？,35786243,19560170,经济学,10,金融
573,两财一贸学生如何看待985？,32313785,19681366,上海财经大学,19681366,上海财经大学
574,如何评价哈尔滨商业大学？,31856891,19556353,大学,12,教育
575,为什么很多国内企业不在A股上市，而是去香港或是美国？,31780447,19556664,科技,16,科技
576,对于从没打算去炒股的人，每天去了解国家政策、股票市场、上市公司动态、刷雪球网等，会有什么积极的意义？,31543714,19551066,财经,10,金融
577,宏观经济学中对需要计入GDP的东西很乱，有没有什么方法能比较系统归纳？,30438682,19560170,经济学,10,金融
578,从事金融行业必须关注那些网站信息?包括保险银行证券等.,20597156,19609455,金融,19609455,金融
579,怎么买的股票只涨一点点，没买到的就拼命涨，什么鬼？？,29870965,19551404,投资,10,金融
580,正常人的智商考CPA大约需要几年（五年之内），是上学时候比较容易考还是工作时候比较容易考？,28592687,19551066,财经,10,金融
581,"大一财政学专业，现在一片迷茫      ？",28403353,19609455,金融,19609455,金融
582,一个英语专业的本科生，拿到cpa进去四大的可能性有多大?,27581085,19553528,英语,13,语言与文化
583,政治经济学过时了吗？,27563550,19551066,财经,10,金融
584,一年内从300万做到1000万，请教怎么做到？,26774302,19552249,饮食,15,食品与安全
585,最近看了罗伯特.T.清崎的《富爸爸穷爸爸》，激发了对财经知识的兴趣，求知乎的大神推荐几本书籍！?,25814465,19661861,财经书籍,19661861,财经书籍
586,英文世界中值得推荐的财经博客与财经网站有哪些？,20120834,19552981,经济,10,金融
587,有哪些好的财经社区可以推荐？,20092487,19551066,财经,10,金融
588,大家说一说对中南财经政法大学的印象吧？,20087748,19556353,大学,12,教育
589,本科生在证券在证券公司期货公司能做什么工作？上升空间大吗？,23213643,19609455,金融,19609455,金融
590,谁了解「蓝鲸财经记者内参网」？这个机构是什么来路？,22658462,19551066,财经,10,金融
591,大学生想做点小投资该怎么做？,22093028,19551404,投资,10,金融
592,有人在不经意间或是在世界上绝大部分人都毫不知情的情况下拯救了世界吗？,27549647,19551077,历史,5,历史
593,"ISIS 是一个什么样的组织？它的资金是哪来的？",24788456,19557525,伊斯兰教,2,宗教
594,"ISIS 实力到底如何？为什么打击力度那么大，却拿它没办法？未来该如何解决?",37538557,20005029,ISIS（伊斯兰国）,2,宗教
595,能否把佛经翻译出《圣经》的味道？能否把《圣经》翻译出佛经的味道？,21725775,19570783,宗教,2,宗教
596,为什么恐怖分子多信仰伊斯兰教？伊斯兰教的教义是否被曲解了？,20207045,19570783,宗教,2,宗教
597,无神论的各位一般从哪里获得精神力量？,36532219,19551432,心理学,4,医学与心理学
598,怎样才能把基督徒辩倒？,24315636,19570783,宗教,2,宗教
599,"如何看待 2015 年 11 月 13 日巴黎的恐怖袭击事件？",37472988,19590477,穆斯林,19760570,穆斯林
600,如何评论少林寺和尚「我拿个手机，大家觉得不可思议，我开个车，大家说和尚开什么车。可我们也是人呐」？,34452204,19570783,宗教,19760570,宗教
601,为什么唐纳德·特朗普说中国人坏话没有激怒美国人，说穆斯林却激怒了？,38426001,19551627,美国,19551627,美国
602,"如果 ISIS 和朝鲜打了起来，结果将会如何？",37559622,19559546,战争,19955433,战争
603,"如何看待 ISIS 杀害中国人质樊京辉？",37645415,19586942,中国,19586942,中国
604,放生真的是行善吗？,21557823,19557041,佛教,2,宗教
605,医生护士相信鬼神吗？,31879284,19604128,医学,4,医学与心理学
606,唐玄奘是从哪儿得到天竺国（古印度）能取到真经的确切消息？他自始至终都没有动摇过去天竺取经的信念吗？,29766646,19551077,历史,5,历史
607,伊斯兰因素会阻碍伊斯兰国家现代化吗？,22100518,19557525,伊斯兰教,2,宗教
608,"为什么各个国家不联合起来摧毁 ISIS ？",27561327,19551077,历史,5,历史
609,在道观与女朋友拥抱，被道士呵斥该怎么办？,23258040,19573502,礼仪,13,语言与文化
610,无神论者怎么解释没有神的存在？,20492577,19570783,宗教,2,宗教
611,往生净土的一心不乱问题？,21530515,19557041,佛教,2,宗教
612,卖开运物是占星微博的终极盈利模式么？,22444037,19551558,星座（占星）,19551558,星座（占星）
613,人工智能会有宗教信仰吗？,24781825,19570783,宗教,2,宗教
614,动漫中有哪些「中二」的咒语？,31736553,19591985,动漫,6,动漫与电影
615,当和尚为什么那么有钱？,41391349,19566933,社会,19566933,社会
616,人们信奉撒旦与信奉上帝是抱的同一心态吗?,40178173,19570783,宗教,2,宗教
617,如何礼佛？,41504035,19557041,佛教,2,宗教
618,如果崇拜撒旦的人作恶不多是否会被罚上天堂？,24093928,19570783,宗教,2,宗教
619,穆斯林在欧洲是否真的如此凶狠，连政府都害怕？,24104670,19557525,伊斯兰教,2,宗教
620,外星人、上帝，你更愿意相信哪一个真的存在，为什么？,21194498,19576000,外星人,19554151,外星人
621,"如何看待 2015 年 1 月德国超过 3 万人参加反伊斯兰化游行？",27128930,19570783,宗教,2,宗教
622,"如何看待巴黎 2015 年 11 月 13 日的连环枪击爆炸案？",37477574,19551424,政治,19760570,政治
623,少林寺是不是离佛教愈行愈远？为什么？,19684475,19570783,宗教,2,宗教
624,如何看待北大学生伊拉克考古被当IS误抓这则新闻？,32315651,19555480,大学生,19760570,大学生
625,"2015 年 11 月 13 日巴黎的恐怖袭击事件会造成哪些影响（特别是对中国）？",37475475,19551424,政治,19,军事政治
626,雇佣穆斯林员工是怎样一种体验？,29879884,19570783,宗教,20011035,宗教
627,释永信通奸笔录真实性有多大？,33714876,19591356,释永信,19591356,释永信
628,未受精的鸡蛋能算作荤菜吗？出家人吃鸡蛋是破戒吗？,31970998,19570783,宗教,2,宗教
629,汉传佛教是怎么解决不吃肉带来的体质问题？,32164700,19557041,佛教,2,宗教
630,伊朗是一个怎样的国家？,19972860,19566933,社会,19566933,社会
631,认识一个信佛的姑娘，互有好感，但却因为未来小孩是否必须吃素的问题陷入绝境，请问该怎么打开这个死结？,31498484,19557041,佛教,2,宗教
632,穆斯林可以退教么？,20870918,19557525,伊斯兰教,2,宗教
633,如何看待「法国部分学校不再提供清真餐」？,36759899,19570783,宗教,2,宗教
634,远古部落大祭司、酋长自己知不知道鬼神之说是虚构的？,38469099,19551077,历史,5,历史
635,伊斯兰教为何难以成为华人的主流宗教？,21907075,19570783,宗教,2,宗教
636,"为何 ISIS 不隐忍到在背后金主的支持下，夺取政权后再露出凶相？",37615426,19551077,历史,5,历史
637,头被砍掉的一刹那，是头觉得身体掉了，还是身体觉得头掉了？,27647963,19570783,宗教,2,宗教
638,科学技术这么发达了，为什么还是有人信教？,22474581,19570783,宗教,2,宗教
639,恋人信仰基督教怎么办？,20125174,19570783,宗教,2,宗教
640,为何这两年穆斯林同大家的关系那么紧张？,30265295,19570783,宗教,2,宗教
641,佛教中佛祖，菩萨是怎样的存在？,36873481,19551077,历史,5,历史
642,把买来的牛蛙放生到江里时，不小心弄伤了它的皮肤，它们可自愈吗？,38334342,19841243,放生,19841243,放生
643,坚定的无神论者是否敢在墓地里过夜？,26024583,19551432,心理学,4,医学与心理学
644,怎么看张铁林当「活佛」了？,37983827,19603818,外国人,19603818,外国人
645,如何理解“没有信仰，别谈善良”这句话？,28248566,19570783,宗教,2,宗教
646,受过良好教育的穆斯林女性如何看待伊斯兰教？,28368217,19553176,教育,12,教育
647,大禹治水的那场洪水，和《圣经》及其他传说中的大洪水有什么关系吗？,27137579,19551077,历史,5,历史
648,如果宗教中的「神」其实是外星生物，会对宗教有何影响？,37133880,19570783,宗教,2,宗教
649,"如何看待 2015 年 1 月 7 日法国巴黎讽刺漫画社遭恐怖分子袭击事件？",27457502,19557525,伊斯兰教,2,宗教
650,为什么有的人相信上天注定，有的人相信事在人为？,31630540,19551432,心理学,4,医学与心理学
651,"如何评价 2015 年 11 月 24 日土耳其击落俄罗斯战机？",37837760,20005029,ISIS（伊斯兰国）,2,宗教
652,如何对待断章取义的穆黑？,29891349,19570783,宗教,2,宗教
653,穆斯林为什么不吃猪肉？,19855596,19570783,宗教,2,宗教
654,如何理解「看山是山，看山不是山，看山还是山」的三层境界？,20146527,19554859,人生,19554859,人生
655,新闻自由是否应该尊重宗教？,27459969,19570783,宗教,2,宗教
656,为什么中国的无神论教育能够取得成功？,23217028,19553176,教育,12,教育
657,"怎样才能消灭 ISIS？",28604530,19553911,军事,19,军事政治
658,你和穆斯林之间有过哪些和谐相处的故事？,28447384,19570783,宗教,19554151,宗教
659,巴基斯坦和中国关系是否真的很好？,20626899,19557525,伊斯兰教,2,宗教
660,"如何看待 2015 年 11 月 13 日巴黎发生的恐怖袭击？",37477923,20005029,ISIS（伊斯兰国）,19760570,ISIS（伊斯兰国）
661,"2010 年开始的阿拉伯之春，到 2015 年，北非以及中东地区的格局有何变化或发展趋势？",28103514,19551077,历史,5,历史
662,伊斯兰教到底对人类发展有没有作用？,28959814,19566933,社会,19566933,社会
663,大学穆斯林同学认为「反对女穆斯林戴头巾」涉嫌歧视，发起请非信教者志愿戴头巾一天的活动，是否应该参加？,28136062,19570783,宗教,2,宗教
664,中国为什么推广无神论？,21574834,19570783,宗教,2,宗教
665,为什么藏人匍匐在地去朝圣的虔诚不能使我感动？,31522937,19570783,宗教,2,宗教
666,对于学生以戴佛珠为时髦如何有力地吐槽？,24052901,19641262,服饰搭配,22,生活居家
667,精通易经八卦是怎样的一种体验？,26797641,19570783,宗教,20011035,宗教
668,为什么说「好人成佛总要历经千辛万苦，而坏人成佛只需放下屠刀」？,31397817,19582911,佛学,19551147,佛学
669,为什么有些留德学生鄙视难民？,35407612,19590477,穆斯林,2,宗教
670,"如何反驳这次法国暴恐事件的「ISIS 复仇说」？",37547421,19561759,国际政治,19,军事政治
671,不出家怎么修行？,21207346,19557041,佛教,2,宗教
672,怎么理解「当科学家们爬上一个又一个的山顶的时候，总发现佛学大师们早已在那里等着了」？,20058733,19570783,宗教,2,宗教
673,"如何看待 ISIS 宣传片：向 60 个国家和地区宣战？",37873758,19551086,新闻,19551086,新闻
674,为什么无神论者听到「不信者将入地狱」还是会感到生气？,24147476,19570783,宗教,2,宗教
675,二律背反问题：上帝不能举起的石头是不是属于上帝全能之中？,21397631,19570783,宗教,2,宗教
676,为何许多人对《穆斯林的葬礼》评价不高？,32197228,19556423,文学,13,语言与文化
677,如果人类的祖先是猴子，为什么猩猩这支没进化成人？,25080039,19570783,宗教,2,宗教
678,为什么好人成佛要经历九九八十一难，而坏人只要放下屠刀就立地成佛？,36966611,19562033,人际交往,19551147,人际交往
679,如何评价新年夜发生在德国的大规模性侵事件？,39205884,19557525,伊斯兰教,2,宗教
680,如何看待中国国际航空为全体旅客提供清真餐的行为？,39272049,19557525,伊斯兰教,19760570,伊斯兰教
681,怎样评价和理解「贫穷是万恶之源」？,24734806,19566933,社会,19566933,社会
682,张三丰为什么没有去找过郭襄？,22233345,19562246,武侠,19562246,武侠
683,如何看待「悉尼劫持人质事件」中网友一边倒的批判穆斯林的现象？,27104113,19566933,社会,19566933,社会
684,如果没有基督教，世界将会怎样？,28112632,19551077,历史,5,历史
685,"如何评价约旦国王亲自开飞机轰炸 ISIS？",28002844,19557525,伊斯兰教,2,宗教
686,犹太教、天主教、新教和伊斯兰教信奉的是同一个上帝吗？它们之间有什么区别？,20935862,19570783,宗教,2,宗教
